image_name x y
51_d.jpg 0.7612 0.3988
95_d.jpg 0.7449 0.6871
84_d.jpg 0.2878 0.2883
118_d.jpg 0.4714 0.5123
115_d.jpg 0.2286 0.6748
33_d.jpg 0.8878 0.6534
58_d.jpg 0.1551 0.8436
119_d.jpg 0.5163 0.5491
38_d.jpg 0.7388 0.1963
8_d.jpg 0.3449 0.6534
47_d.jpg 0.8122 0.8896
131_d.jpg 0.2163 0.3497
48_d.jpg 0.3980 0.8865
130_d.jpg 0.8510 0.3558
93_d.jpg 0.1939 0.7301
50_d.jpg 0.5918 0.2209
112_d.jpg 0.5673 0.1595
121_d.jpg 0.7714 0.1288
97_d.jpg 0.2429 0.5736
120_d.jpg 0.1633 0.2853
99_d.jpg 0.6286 0.4693
82_d.jpg 0.4020 0.8742
54_d.jpg 0.3163 0.2515
74_d.jpg 0.7469 0.7883
78_d.jpg 0.2449 0.5153
128_d.jpg 0.3061 0.7025
83_d.jpg 0.4163 0.7883
75_d.jpg 0.2204 0.2546
37_d.jpg 0.1510 0.3374
86_d.jpg 0.7653 0.7791
45_d.jpg 0.1143 0.5613
110_d.jpg 0.4408 0.4233
113_d.jpg 0.4837 0.5000
61_d.jpg 0.6653 0.6564
100_d.jpg 0.1796 0.1442
132_d.jpg 0.7122 0.5552
12_d.jpg 0.8143 0.1411
129_d.jpg 0.8102 0.7331
6_d.jpg 0.6469 0.2209
76_d.jpg 0.1857 0.2914
89_d.jpg 0.7286 0.6380
117_d.jpg 0.3510 0.7761
85_d.jpg 0.8143 0.7454
22_d.jpg 0.7980 0.4264
15_d.jpg 0.7041 0.1043
116_d.jpg 0.5490 0.2086
88_d.jpg 0.6816 0.6748
42_d.jpg 0.2408 0.1871
36_d.jpg 0.1612 0.2485
66_d.jpg 0.1837 0.4571
79_d.jpg 0.2857 0.5491
104_d.jpg 0.2612 0.7454
81_d.jpg 0.5020 0.1319
77_d.jpg 0.5592 0.4939
126_d.jpg 0.5510 0.7730
52_d.jpg 0.4571 0.7178
68_d.jpg 0.9041 0.8650
4_d.jpg 0.3347 0.3896
72_d.jpg 0.3163 0.6288
122_d.jpg 0.7796 0.1902
57_d.jpg 0.1143 0.3773
69_d.jpg 0.7571 0.3129
20_d.jpg 0.6551 0.2178
123_d.jpg 0.5286 0.4693
109_d.jpg 0.1857 0.7393
40_d.jpg 0.3122 0.3650
80_d.jpg 0.2327 0.7239
43_d.jpg 0.3327 0.6135
71_d.jpg 0.1490 0.2669
64_d.jpg 0.7306 0.1656
67_d.jpg 0.9551 0.1687
106_d.jpg 0.3306 0.6196
92_d.jpg 0.3592 0.2945
114_d.jpg 0.2000 0.3221
103_d.jpg 0.7510 0.2301
26_d.jpg 0.7449 0.2607
111_d.jpg 0.5429 0.2791
63_d.jpg 0.7000 0.1626
3_d.jpg 0.3143 0.3067
49_d.jpg 0.1347 0.3558
62_d.jpg 0.8469 0.7546
53_d.jpg 0.6653 0.9233
10_d.jpg 0.5082 0.5644
73_d.jpg 0.5245 0.4632
70_d.jpg 0.5776 0.7546
98_d.jpg 0.4531 0.1963
87_d.jpg 0.7082 0.7117
46_d.jpg 0.4776 0.5429
0_d.jpg 0.1694 0.8650
34_d.jpg 0.7265 0.6840
18_d.jpg 0.3327 0.6534
39_d.jpg 0.3898 0.6687
124_d.jpg 0.2367 0.8313
108_d.jpg 0.5143 0.5061
31_d.jpg 0.3571 0.6748
102_d.jpg 0.5449 0.3742
17_d.jpg 0.5000 0.4969
9_d.jpg 0.6327 0.7147
16_d.jpg 0.4204 0.6718
25_d.jpg 0.4327 0.7454
29_d.jpg 0.7878 0.6380
127_d.jpg 0.7735 0.1012
11_d.jpg 0.1857 0.3067
32_d.jpg 0.3592 0.8742
133_d.jpg 0.7653 0.8006
94_d.jpg 0.6612 0.5552
55_d.jpg 0.6755 0.5337
60_d.jpg 0.8490 0.6411
41_d.jpg 0.8163 0.2730
91_d.jpg 0.4959 0.7761
5_d.jpg 0.1531 0.7883
44_d.jpg 0.8796 0.4601
90_d.jpg 0.7327 0.4877
59_d.jpg 0.6612 0.2853
23_d.jpg 0.5837 0.3804
35_d.jpg 0.5714 0.3681
101_d.jpg 0.8000 0.3497
30_d.jpg 0.8510 0.6258
134_d.jpg 0.3735 0.5276
125_d.jpg 0.1122 0.1626
7_d.jpg 0.8816 0.8282
24_d.jpg 0.1816 0.6963
105_d.jpg 0.4224 0.1564
14_d.jpg 0.7837 0.6350
107_d.jpg 0.7673 0.5276
1_d.jpg 0.1286 0.8282
27_d.jpg 0.3755 0.6933
13_d.jpg 0.6204 0.7239
96_d.jpg 0.5286 0.1564
